Planet Name,disc_year,semi major axis (au),pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,planet radius (earth radius),pl_radeerr1,pl_radeerr2,pl_radelim,planet mass (earth mass),pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,radius of star (solar radius),st_raderr1,st_raderr2,st_radlim,mass of star (solar masses),st_masserr1,st_masserr2,st_masslim,metallicity = log(k)*metallicity of sun,st_meterr1,st_meterr2,st_metlim,rowupdate
TOI-2134 c,2023,0.371,0.004,-0.004,0,7.27,0.42,-0.42,0,41.89,7.69,-7.83,0,0.599,0.152,-0.152,0,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,0.12,0.02,-0.02,0,28-11-2023
KOI-2513.01,2023,0.5,0.2,-0.4,0,2.802,22.418,-0.56,0,7310.05336,635.65681,-635.65681,0,2000,50000,-1000,0,1.2,0.4,-0.2,0,0.91,0.1,-0.06,0,-0.37,0.02,-0.02,0,15-04-2024
TOI-2010 b,2023,0.5516,0.0078,-0.0093,0,11.814,0.303,-0.303,0,408.72733,17.48056,-18.11622,0,1.36,0.11,-0.1,0,1.08,0.03,-0.03,0,1.11,0.05,-0.06,0,0.168,0.055,-0.055,0,29-11-2023
HD 88986 b,2023,0.58,0.04,-0.04,0,2.49,0.18,-0.18,0,17.2,4,-3.8,0,6.1,3.3,-2.3,0,1.54,0.01,-0.01,0,1.25,0.05,-0.05,0,0.06,0.02,-0.02,0,04-12-2023
TOI-4562 b,2023,0.768,0.005,-0.005,0,12.53,0.15,-0.15,0,732,152,-149,0,2.06,0.42,-0.44,0,1.15,0.05,-0.05,0,1.19,0.06,-0.06,0,0.08,0.06,-0.06,0,07-02-2023
TOI-1075 b,2022,0.01159,0.00023,-0.0002,0,1.791,0.116,-0.081,0,9.95,1.36,-1.3,0,9.32,2.05,-1.85,0,0.58,0.02,-0.02,0,0.6,0.03,-0.03,0,-0.08,0.09,-0.09,0,07-11-2022
TOI-500 b,2022,0.01189,0.00041,-0.0004,0,1.166,0.061,-0.058,0,1.42,0.18,-0.18,0,4.89,1.03,-0.88,0,0.68,0.02,-0.02,0,0.74,0.02,-0.02,0,0.12,0.08,-0.08,0,09-05-2022
HD 20329 b,2022,0.018,0.0003,-0.0003,0,1.72,0.07,-0.07,0,7.42,1.09,-1.09,0,8.06,1.53,-1.53,0,1.13,0.02,-0.02,0,0.9,0.05,-0.05,0,-0.07,0.06,-0.06,0,29-11-2022
TOI-2196 b,2022,0.02234,0.0006,-0.0006,0,3.51,0.15,-0.15,0,26,1.3,-1.3,0,3.31,0.51,-0.43,0,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,0.14,0.05,-0.05,0,23-08-2022
TOI-544 b,2022,0.0225,0.0002,-0.0002,0,2.018,0.076,-0.076,0,2.89,0.48,-0.48,0,1.93,0.3,-0.25,0,0.62,0.01,-0.01,0,0.63,0.02,-0.02,0,-0.17,0.09,-0.09,0,18-12-2023
TOI-1696 b,2022,0.0235,0.0006,-0.0006,0,3.24,0.12,-0.12,0,56.6,,,1,9.44,,,1,0.29,0.01,-0.01,0,0.27,0.02,-0.02,0,0.19,0.09,-0.09,0,09-05-2022
NGTS-21 b,2022,0.0236,0.0005,-0.0005,0,14.908,0.336,-0.336,0,750.07504,66.74397,-66.74397,0,1.25,0.15,-0.15,0,0.86,0.04,-0.04,0,0.72,0.04,-0.04,0,-0.26,0.07,-0.07,0,18-10-2022
GJ 3929 b,2022,0.0252,0.0005,-0.0005,0,1.09,0.04,-0.04,0,1.75,0.44,-0.45,0,7.3,2,-2,0,0.32,0.01,-0.01,0,0.31,0.03,-0.02,0,-0.02,0.12,-0.12,0,01-08-2022
GJ 3929 b,2022,0.02569,0.00088,-0.00088,0,1.15,0.04,-0.039,0,1.21,0.4,-0.42,0,4.4,1.6,-1.6,0,0.32,0.01,-0.01,0,0.31,0.01,-0.01,0,0,0.16,-0.16,0,22-02-2022
TOI-3714 b,2022,0.0263,0.00046,-0.00046,0,11.142,0.224,-0.224,0,218.98377,9.53485,-9.53485,0,0.871,0.039,-0.039,0,0.5,0.01,-0.01,0,0.52,0.03,-0.03,0,0.39,0.086,-0.086,0,07-11-2023
TOI-969 b,2022,0.02636,0.00017,-0.00017,0,2.765,0.088,-0.097,0,9.1,1,-1,0,2.34,0.39,-0.34,0,0.67,0.01,-0.01,0,0.73,0.01,-0.01,0,0.175,0.019,-0.019,0,31-10-2022
LTT 1445 A c,2022,0.02661,0.00047,-0.00049,0,1.147,0.055,-0.054,0,1.54,0.2,-0.19,0,5.57,0.68,-0.6,0,0.27,0.01,-0.01,0,0.26,0.01,-0.01,0,-0.34,0.09,-0.09,0,24-01-2022
TOI-3714 b,2022,0.027,0.001,-0.001,0,11.321,0.336,-0.336,0,222.47988,9.53485,-9.53485,0,0.85,0.08,-0.08,0,0.51,0.01,-0.01,0,0.53,0.02,-0.02,0,0.1,0.1,-0.1,0,27-06-2022
HD 260655 b,2022,0.02933,0.00024,-0.00024,0,1.24,0.023,-0.023,0,2.14,0.34,-0.34,0,6.2,1,-1,0,0.44,0,0,0,0.44,0.01,-0.01,0,-0.43,0.04,-0.04,0,27-06-2022
TOI-3331 A b,2022,0.03144,0.00048,-0.00055,0,12.98,0.482,-0.482,0,721.47048,50.85255,-50.85255,0,1.82,0.24,-0.21,0,0.95,0.03,-0.03,0,1.02,0.05,-0.05,0,0.148,0.084,-0.084,0,29-08-2022
GJ 3090 b,2022,0.03165,0.00027,-0.00027,0,2.13,0.11,-0.11,0,3.34,0.72,-0.72,0,1.89,0.52,-0.45,0,0.52,0.02,-0.02,0,0.52,0.01,-0.01,0,-0.06,0.12,-0.12,0,28-11-2023
TOI-2193 A b,2022,0.03319,0.00052,-0.00051,0,19.84,,,0,298.7587,57.20911,-57.20911,0,0.06,,,0,1.25,0.03,-0.03,0,1.08,0.05,-0.05,0,0.027,0.066,-0.052,0,29-08-2022
TOI-1695 b,2022,0.033548,0.00026,-0.000268,0,1.9,0.16,-0.14,0,6.36,1,-1,0,5,1.8,-1.3,0,0.52,0.01,-0.01,0,0.51,0.01,-0.01,0,0,0.5,-0.5,0,25-02-2023
TOI-3884 b,2022,0.0354,0.0014,-0.0014,0,6,0.18,-0.18,0,16.5,3.5,-1.8,0,0.424,0.1,-0.061,0,0.3,0.01,-0.01,0,0.28,0.01,-0.01,0,0.23,0.12,-0.12,0,31-10-2022
TOI-3757 b,2022,0.03845,0.00043,-0.00043,0,12,0.4,-0.5,0,85.3,8.8,-8.7,0,0.27,0.05,-0.04,0,0.62,0.01,-0.01,0,0.64,0.02,-0.02,0,0,0.2,-0.2,0,22-08-2022
TOI-1272 b,2022,0.0412,0.0008,-0.0008,0,4.14,0.21,-0.21,0,24.6,2.3,-2.3,0,1.9,0.3,-0.3,0,0.79,0.03,-0.03,0,0.85,0.05,-0.05,0,0.17,0.06,-0.06,0,12-07-2022
TOI-2570 b,2022,0.04145,0.00081,-0.00086,0,13.641,0.392,-0.381,0,260.61929,20.02319,-20.65885,0,0.563,0.069,-0.063,0,1.09,0.03,-0.03,0,1.06,0.06,-0.07,0,0.191,0.083,-0.083,0,29-08-2022
TOI-3629 b,2022,0.04194,0.00071,-0.00071,0,8.295,0.157,-0.157,0,77.2323,6.35657,-6.35657,0,0.743,0.064,-0.064,0,0.61,0.01,-0.01,0,0.64,0.03,-0.03,0,0.549,0.093,-0.093,0,07-11-2023
TOI-3540 A b,2022,0.04289,0.00092,-0.00093,0,23.539,,,0,375.03752,44.49598,-44.49598,0,0.065,,,0,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0,0.176,0.089,-0.089,0,29-08-2022
CoRoT-35 b,2022,0.0429,0.00092,-0.00092,0,18.831,1.233,-1.233,0,349.61125,117.59651,-117.59651,0,0.29,0.11,-0.11,0,1.65,0.1,-0.11,0,1.01,0.07,-0.06,0,-0.5,0.1,-0.1,0,01-08-2022
HD 23472 d,2022,0.04298,0.00063,-0.00065,0,0.75,0.067,-0.057,0,0.55,0.21,-0.2,0,7.5,3.9,-3.1,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0,03-10-2022
TOI-3629 b,2022,0.043,0.002,-0.002,0,8.295,0.224,-0.224,0,82.63539,6.35657,-6.35657,0,0.8,0.1,-0.1,0,0.6,0.02,-0.01,0,0.63,0.02,-0.02,0,0.4,0.1,-0.1,0,27-06-2022
HD 260655 c,2022,0.04749,0.00039,-0.00039,0,1.533,0.051,-0.046,0,3.09,0.48,-0.48,0,4.7,0.9,-0.8,0,0.44,0,0,0,0.44,0.01,-0.01,0,-0.43,0.04,-0.04,0,27-06-2022
HD 18599 b,2022,0.048,0.0004,-0.0004,0,2.6,0.15,-0.13,0,24.1,7.1,-7.7,0,7.5,2.6,-2.4,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0,0,0.08,-0.08,0,07-11-2022
TOI-1246 b,2022,0.049,0.002,-0.002,0,3.01,0.06,-0.06,0,8.1,1.1,-1.1,0,1.63,0.23,-0.23,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,03-05-2022
HD 18599 b,2022,0.05,0.02,-0.02,0,2.7,0.05,-0.05,0,25.5,4.6,-4.6,0,7.1,1.4,-1.4,0,0.8,0.01,-0.01,0,0.81,0.02,-0.01,0,-0.05,0.04,-0.04,0,07-11-2022
TOI-2236 b,2022,0.05009,0.0008,-0.00082,0,14.37,0.359,-0.347,0,502.16888,127.13136,-123.95308,0,0.93,0.25,-0.24,0,1.57,0.03,-0.03,0,1.34,0.07,-0.07,0,0.119,0.081,-0.078,0,29-08-2022
TOI-4137 b,2022,0.05222,0.00089,-0.00096,0,13.574,0.448,-0.437,0,457.67291,54.03083,-47.67426,0,1.01,0.17,-0.15,0,1.44,0.04,-0.04,0,1.31,0.07,-0.07,0,0.182,0.083,-0.085,0,29-08-2022
TOI-2136 b,2022,0.0533,0.0015,-0.0015,0,2.2,0.07,-0.07,0,4.7,3.1,-2.6,0,2.39,1.61,-1.36,0,0.34,0.01,-0.01,0,0.33,0.01,-0.01,0,0.02,0.14,-0.14,0,18-07-2022
TOI-2136 b,2022,0.054,0.001,-0.001,0,2.09,0.08,-0.08,0,15,,,1,9.53,,,1,0.34,0.01,-0.01,0,0.34,0.02,-0.02,0,-0.02,0.07,-0.03,0,09-05-2022
TOI-2421 b,2022,0.0543,0.0021,-0.001,0,10.368,0.392,-0.381,0,105.83686,25.10844,-25.10844,0,0.52,0.15,-0.13,0,1.75,0.05,-0.05,0,1.13,0.13,-0.06,0,0.19,0.083,-0.085,0,29-08-2022
TOI-1107 b,2022,0.0561,0.0024,-0.0025,0,14.572,0.56,-0.56,0,1064.72516,57.20911,-57.20911,0,1.89,0.23,-0.22,0,1.81,0.06,-0.06,0,1.35,0.08,-0.08,0,-0.1,0.09,-0.09,0,08-06-2022
TOI-2136 b,2022,0.057,0.006,-0.006,0,2.19,0.17,-0.17,0,6.37,2.45,-2.29,0,3.34,2.55,-1.63,0,0.34,0.02,-0.02,0,0.34,0.02,-0.02,0,0.03,0.07,-0.07,0,12-07-2022
TOI-411 b,2022,0.05727,0.00085,-0.00082,0,1.362,0.04,-0.04,0,13.71,,,1,18.96,,,1,1.12,0.01,-0.01,0,1.1,0.04,-0.04,0,-0.08,0.04,-0.04,0,10-07-2023
HD 73583 b,2022,0.05995,0.00074,-0.00072,0,2.84,0.16,-0.12,0,15.9,5.3,-3.9,0,3.8,1.4,-1.1,0,0.68,0.02,-0.02,0,0.7,0.03,-0.03,0,-0.055,0.044,-0.052,0,21-02-2024
HD 73583 b,2022,0.0604,0.0027,-0.0026,0,2.79,0.1,-0.1,0,10.2,3.4,-3.1,0,2.58,0.95,-0.81,0,0.65,0.02,-0.02,0,0.73,0.02,-0.02,0,0,0.09,-0.09,0,16-03-2022
TOI-1246 c,2022,0.061,0.002,-0.002,0,2.51,0.08,-0.08,0,8.8,1.2,-1.2,0,3.21,0.44,-0.44,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,03-05-2022
TOI-1452 b,2022,0.061,0.003,-0.003,0,1.672,0.071,-0.071,0,4.82,1.3,-1.3,0,5.6,1.8,-1.6,0,0.28,0.01,-0.01,0,0.25,0.01,-0.01,0,-0.07,0.02,-0.02,0,30-08-2022
TOI-1820 b,2022,0.061,0.003,-0.003,0,12.778,0.224,-0.224,0,731.00534,63.56568,-63.56568,0,2,0.2,-0.2,0,1.51,0.06,-0.06,0,1.04,0.13,-0.13,0,0.14,0.15,-0.15,0,19-09-2022
TOI-1064 b,2022,0.06152,0.00086,-0.00089,0,2.587,0.043,-0.042,0,13.5,1.7,-1.8,0,4.30062,0.55136,-0.6065,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,0.05,0.08,-0.08,0,31-01-2022
CoRoT-36 b,2022,0.066,0.007,-0.007,0,15.805,1.569,-1.569,0,216.12332,149.37935,-136.66622,1,0.25,0.17,-0.17,0,1.52,0.2,-0.1,0,1.32,0.09,-0.09,0,-0.1,0.1,-0.1,0,01-08-2022
TOI-2567 b,2022,0.0672,0.0024,-0.0012,0,10.929,0.347,-0.325,0,63.88351,10.80617,-9.85268,0,0.269,0.052,-0.051,0,1.69,0.04,-0.04,0,1.13,0.13,-0.06,0,0.241,0.078,-0.079,0,29-08-2022
HD 23472 e,2022,0.068,0.001,-0.001,0,0.818,0.08,-0.065,0,0.72,0.28,-0.27,0,7.5,3.9,-3,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0,03-10-2022
TOI-1268 b,2022,0.0711,0.0063,-0.0058,0,9.1,0.6,-0.6,0,96.4,8.2,-8.3,0,0.71,0.17,-0.13,0,0.92,0.06,-0.06,0,0.96,0.04,-0.04,0,0.36,0.06,-0.06,0,28-03-2022
TOI-2158 b,2022,0.075,0.004,-0.004,0,10.761,0.135,-0.135,0,260.61929,25.42627,-25.42627,0,1.14,0.12,-0.12,0,1.41,0.03,-0.03,0,1.12,0.12,-0.12,0,0.47,0.08,-0.08,0,19-09-2022
TOI-3693 b,2022,0.0813,0.0011,-0.0012,0,12.599,0.325,-0.258,0,324.18498,76.27882,-69.92225,0,0.89,0.22,-0.2,0,0.79,0.02,-0.01,0,0.87,0.04,-0.04,0,0.071,0.079,-0.076,0,29-08-2022
TOI-2207 b,2022,0.0854,0.0015,-0.0016,0,11.153,0.314,-0.303,0,203.41018,31.78284,-38.13941,0,0.8,0.16,-0.16,0,1.56,0.04,-0.04,0,1.3,0.07,-0.07,0,0.181,0.086,-0.086,0,29-08-2022
TOI-2025 b,2022,0.0892,0.0018,-0.0023,0,11.893,0.37,-0.347,0,1144.18227,104.88337,-104.88337,0,3.74,0.51,-0.46,0,1.46,0.04,-0.04,0,1.2,0.07,-0.09,0,0.15,0.11,-0.1,0,15-03-2023
HD 23472 f,2022,0.0906,0.0014,-0.0014,0,1.137,0.084,-0.077,0,0.77,0.44,-0.4,0,3,2,-1.6,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0,03-10-2022
TOI-2025 b,2022,0.092,0.004,-0.004,0,12.52,0.101,-0.101,0,1398.44499,95.34852,-95.34852,0,3.9,0.3,-0.3,0,1.56,0.03,-0.03,0,1.32,0.14,-0.14,0,0.18,0.08,-0.08,0,19-09-2022
TOI-1064 c,2022,0.09429,0.00132,-0.00136,0,2.651,0.043,-0.042,0,2.5,1.8,-2,0,0.77191,0.49623,-0.6065,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,0.05,0.08,-0.08,0,31-01-2022
TOI-5398 b,2022,0.098,0.005,-0.005,0,10.3,0.4,-0.4,0,58.7,5.7,-5.6,0,0.29,0.05,-0.05,0,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,0.09,0.06,-0.06,0,07-11-2023
TOI-411 c,2022,0.1017,0.0015,-0.0014,0,2.328,0.038,-0.039,0,9.72,,,1,3.15,,,1,1.12,0.01,-0.01,0,1.1,0.04,-0.04,0,-0.08,0.04,-0.04,0,10-07-2023
TOI-1670 b,2022,0.103,0.002,-0.002,0,2.06,0.19,-0.15,0,41.31769,,,1,8.6,6.9,-5.6,0,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,0.09,0.07,-0.07,0,16-03-2022
TOI-1422 b,2022,0.108,0.003,-0.003,0,3.96,0.13,-0.11,0,9,2.3,-2,0,0.795,0.29,-0.235,0,1.02,0.01,-0.01,0,0.98,0.06,-0.07,0,-0.09,0.07,-0.07,0,18-07-2022
TOI-1260 d,2022,0.1116,0.0033,-0.0033,0,3.12,0.08,-0.08,0,11.84,7.79,-7.79,0,2.14,1.42,-1.42,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,-0.1,0.07,-0.07,0,17-12-2022
TOI-1759 b,2022,0.1176,0.0013,-0.0013,0,3.06,0.22,-0.22,0,6.8,2,-2,0,1.3,0.5,-0.5,0,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0,0.1,0.2,-0.2,0,22-02-2022
TOI-1759 b,2022,0.1177,0.0038,-0.0038,0,3.14,0.1,-0.1,0,10.8,1.5,-1.5,0,1.91,0.32,-0.32,0,0.6,0.01,-0.01,0,0.61,0.02,-0.02,0,0.05,0.16,-0.16,0,28-03-2022
HD 73583 c,2022,0.1233,0.0015,-0.0015,0,2.73,0.12,-0.11,0,22.5,5,-5.5,0,6.1,1.6,-1.7,0,0.68,0.02,-0.02,0,0.7,0.03,-0.03,0,-0.055,0.044,-0.052,0,21-02-2024
HD 73583 c,2022,0.1242,0.0055,-0.0054,0,2.39,0.1,-0.09,0,9.7,1.8,-1.7,0,3.88,0.91,-0.8,0,0.65,0.02,-0.02,0,0.73,0.02,-0.02,0,0,0.09,-0.09,0,16-03-2022
TOI-1246 d,2022,0.131,0.004,-0.004,0,3.51,0.09,-0.09,0,5.3,1.7,-1.7,0,0.7,0.23,-0.23,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,03-05-2022
TOI-1710 b,2022,0.16,0.04,-0.04,0,5.34,0.11,-0.11,0,28.3,4.7,-4.7,0,0.94,0.22,-0.22,0,0.97,0.02,-0.01,0,0.98,0.05,-0.06,0,0.1,0.07,-0.07,0,09-05-2022
TOI-1246 e,2022,0.211,0.007,-0.007,0,3.78,0.16,-0.16,0,14.8,2.3,-2.3,0,1.51,0.26,-0.26,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,03-05-2022
TOI-1670 c,2022,0.249,0.005,-0.005,0,11.063,0.28,-0.28,0,200.2319,28.60456,-25.42627,0,0.81,0.13,-0.11,0,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,0.09,0.07,-0.07,0,16-03-2022
TOI-5542 b,2022,0.332,0.016,-0.016,0,11.31,0.404,-0.392,0,419.5335,31.78284,-31.78284,0,1.6,0.22,-0.19,0,1.06,0.04,-0.04,0,0.89,0.06,-0.03,0,-0.21,0.08,-0.08,0,10-10-2022
TOI-2180 b,2022,0.828,0.012,-0.012,0,11.321,0.247,-0.213,0,875.61726,27.65107,-25.7441,0,3.32,0.14,-0.16,0,1.64,0.03,-0.03,0,1.11,0.05,-0.05,0,0.253,0.057,-0.057,0,10-01-2022
GJ 367 b,2021,0.00709,0.00027,-0.00027,0,0.699,0.024,-0.024,0,0.633,0.05,-0.05,0,10.2,1.3,-1.3,0,0.46,0.01,-0.01,0,0.46,0.01,-0.01,0,-0.01,0.12,-0.12,0,10-08-2023
GJ 367 b,2021,0.0071,0.0002,-0.0002,0,0.718,0.054,-0.054,0,0.546,0.078,-0.078,0,8.106,2.165,-2.165,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-0.01,0.12,-0.12,0,02-12-2021
TOI-431 b,2021,0.0113,0.0002,-0.0003,0,1.28,0.04,-0.04,0,3.07,0.35,-0.35,0,8,1,-1,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.2,0.05,-0.05,0,16-08-2021
TOI-1685 b,2021,0.011557,0.000092,-0.000092,0,1.459,0.065,-0.065,0,3.43,0.93,-0.93,0,6.1,1.9,-1.7,0,0.46,0.01,-0.01,0,0.46,0.01,-0.01,0,0.14,0.12,-0.12,0,12-07-2021
TOI-1807 b,2021,0.012,0.0003,-0.0003,0,1.37,0.09,-0.09,0,2.57,0.5,-0.5,0,5.51,1.6,-1.6,0,0.69,0.04,-0.04,0,0.76,0.03,-0.03,0,-0.04,0.02,-0.02,0,28-03-2023
TOI-1634 b,2021,0.0149,0.00017,-0.00017,0,1.749,0.079,-0.079,0,10.14,0.95,-0.95,0,10.4,1.9,-1.6,0,0.45,0.02,-0.02,0,0.45,0.01,-0.01,0,0.19,0.12,-0.12,0,12-07-2021
TOI-1634 b,2021,0.01545,0.00014,-0.00014,0,1.79,0.08,-0.081,0,4.91,0.68,-0.7,0,4.7,1,-0.9,0,0.45,0.01,-0.01,0,0.5,0.01,-0.01,0,0.23,0.07,-0.08,0,12-07-2021
TOI-519 b,2021,0.0159,0.0001,-0.0001,0,11.545,0.336,-0.336,0,147.15455,26.06193,-27.9689,0,0.56,0.11,-0.11,0,0.35,0.01,-0.01,0,0.34,0.01,-0.01,0,0.27,0.09,-0.09,0,15-05-2023
TOI-519 b,2021,0.01648,0.00027,-0.00027,0,11.87,0.224,-0.224,0,166.85991,20.34102,-20.34102,0,0.551,0.067,-0.067,0,0.36,0.01,-0.01,0,0.37,0.02,-0.02,0,0.265,0.083,-0.083,0,07-11-2023
GJ 486 b,2021,0.01734,0.00026,-0.00027,0,1.305,0.063,-0.067,0,2.82,0.11,-0.12,0,7,1.2,-1,0,0.33,0.01,-0.01,0,0.32,0.01,-0.01,0,0.07,0.16,-0.16,0,15-03-2021
LHS 1478 b,2021,0.01848,0.00061,-0.00063,0,1.242,0.051,-0.049,0,2.33,0.2,-0.2,0,6.67,1.03,-0.89,0,0.25,0.01,-0.01,0,0.24,0.01,-0.01,0,-0.13,0.19,-0.19,0,23-04-2021
TOI-2406 b,2021,0.02267,0.00071,-0.00071,0,2.86,0.063,-0.069,0,15.6,,,1,27.4,1.9,-1.9,0,0.2,0,0,0,0.17,0,0,0,-0.26,0.24,-0.24,0,10-06-2024
HATS-74 A b,2021,0.02384,0.00011,-0.00011,0,11.568,0.235,-0.235,0,464.02947,44.49598,-44.49598,0,1.64,0.19,-0.19,0,0.58,0.01,-0.01,0,0.6,0.01,-0.01,0,0.514,0.033,-0.021,0,13-12-2021
TOI-674 b,2021,0.025,0.0008,-0.0008,0,5.25,0.17,-0.17,0,23.6,3.3,-3.3,0,0.91,0.15,-0.15,0,0.42,0.01,-0.01,0,0.42,0.01,-0.01,0,0.17,0.12,-0.12,0,12-07-2021
TOI-178 b,2021,0.02607,0.00078,-0.00078,0,1.152,0.073,-0.07,0,1.5,0.39,-0.44,0,5.4,1.9,-1.7,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.23,0.05,-0.05,0,12-03-2021
HATS-76 b,2021,0.02658,0.00021,-0.00029,0,12.094,0.347,-0.347,0,835.57088,28.28673,-28.28673,0,2.58,0.23,-0.23,0,0.63,0.01,-0.01,0,0.66,0.02,-0.02,0,0.322,0.065,-0.049,0,13-12-2021
HD 137496 b,2021,0.02732,0.00019,-0.00019,0,1.31,0.06,-0.05,0,4.04,0.55,-0.55,0,10.49,2.08,-1.82,0,1.59,0.03,-0.03,0,1.04,0.02,-0.02,0,-0.03,0.04,-0.04,0,18-11-2021
TOI-1201 b,2021,0.0287,0.0012,-0.0012,0,2.415,0.091,-0.09,0,6.28,0.84,-0.88,0,2.45,0.48,-0.42,0,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,0.05,0.16,-0.16,0,27-09-2021
TOI-532 b,2021,0.0296,0.00035,-0.00035,0,5.82,0.19,-0.19,0,61.5,9.7,-9.3,0,1.72,0.31,-0.31,0,0.61,0.01,-0.01,0,0.64,0.02,-0.02,0,0.338,0.072,-0.066,0,16-08-2021
HAT-P-61 b,2021,0.0301,0.00034,-0.00034,0,10.077,0.303,-0.303,0,335.94463,22.24799,-22.24799,0,1.8,0.2,-0.2,0,0.94,0.01,-0.01,0,1,0.03,-0.03,0,0.194,0.06,-0.06,0,26-07-2021
HATS-75 b,2021,0.032742,0.000134,-0.000099,0,9.909,0.146,-0.146,0,156.05375,12.39531,-12.39531,0,0.878,0.084,-0.084,0,0.58,0,0,0,0.6,0.01,-0.01,0,0.522,0.051,-0.028,0,13-12-2021
GPX-1 b,2021,0.0338,0.0003,-0.0003,0,16.477,1.121,-1.121,0,6261.21962,508.52545,-508.52545,0,8.22242,1.72406,-1.3262,0,1.56,0.1,-0.1,0,1.68,0.1,-0.1,0,0.35,0.1,-0.1,0,04-10-2021
TOI-269 b,2021,0.0345,0.0015,-0.0015,0,2.77,0.12,-0.12,0,8.8,1.4,-1.4,0,2.28,0.48,-0.42,0,0.4,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.29,0.12,-0.12,0,17-05-2021
HD 110113 b,2021,0.035,0.001,-0.001,0,2.05,0.12,-0.12,0,4.55,0.62,-0.62,0,2.9,0.75,-0.59,0,0.97,0.02,-0.02,0,1,0.06,-0.06,0,0.14,0.02,-0.02,0,05-02-2021
HATS-77 b,2021,0.03607,0.00025,-0.00025,0,13.058,0.235,-0.235,0,436.69623,31.78284,-23.5193,0,1.077,0.112,-0.081,0,0.64,0.01,-0.01,0,0.66,0.01,-0.01,0,0.253,0.039,-0.039,0,13-12-2021
TOI-1260 b,2021,0.0366,0.0022,-0.0036,0,2.34,0.11,-0.09,0,8.6,1.4,-1.5,0,3.69,0.81,-0.76,0,0.65,0.01,-0.01,0,0.66,0.01,-0.01,0,-0.1,0.07,-0.07,0,12-07-2021
TOI-1260 b,2021,0.0367,0.0011,-0.0011,0,2.41,0.05,-0.05,0,8.56,1.54,-1.54,0,3.35,0.64,-0.64,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,-0.1,0.07,-0.07,0,17-12-2022
TOI-178 c,2021,0.037,0.0011,-0.0011,0,1.669,0.114,-0.099,0,4.77,0.55,-0.68,0,5.62,1.5,-1.3,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.23,0.05,-0.05,0,12-03-2021
HAT-P-62 b,2021,0.03772,0.00024,-0.00024,0,12.027,0.325,-0.325,0,241.86742,27.9689,-27.9689,0,0.77,0.11,-0.11,0,1.17,0.02,-0.02,0,1.02,0.02,-0.02,0,0.414,0.09,-0.09,0,26-07-2021
NGTS-17 b,2021,0.0391,0.0043,-0.0043,0,13.899,1.233,-1.233,0,242.8209,61.97654,-52.12386,0,0.5,0.27,-0.17,0,1.34,0.12,-0.12,0,1.02,0.03,-0.03,0,0.15,0.1,-0.1,0,23-04-2021
NGTS-14 A b,2021,0.0403,0.0071,-0.0071,0,4.977,0.336,-0.336,0,29.24036,3.81396,-3.81396,0,1.395,0.333,-0.333,0,0.84,0.01,-0.01,0,0.9,0.04,-0.04,0,0.1,0.03,-0.03,0,25-02-2021
TOI-1259 A b,2021,0.0407,0.00114,-0.0011,0,11.456,0.336,-0.303,0,140.16233,15.57359,-14.93794,0,0.513,0.051,-0.048,0,0.71,0.02,-0.02,0,0.74,0.06,-0.06,0,-0.5,0.5,-0.5,0,12-07-2021
HAT-P-63 b,2021,0.04294,0.00035,-0.00035,0,12.543,0.37,-0.37,0,195.14664,7.62788,-7.62788,0,0.54,0.055,-0.055,0,0.97,0.01,-0.01,0,0.93,0.02,-0.02,0,0.251,0.061,-0.061,0,26-07-2021
